"Where would be a good place to buy a camera?","どこでカメラを<ruby>買<rp>(</rp><rt>か</rt><rp>)</rp></ruby>ったらいいですか。","<table><tr><td class=""syntax-component"">Interrogative</td><td class=""syntax-component"">Vた-form</td><td class=""syntax-component"">らいいですか</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","","lesson-26-sentence sentence"
"There are various other things as well.","ほかにもいろいろあります。","<table><tr><td class=""syntax-component"">Particle</td><td class=""syntax-component"">\+</td><td class=""syntax-component"">も</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","When も is attached to a noun to which が or を is already attached, it replaces these. When another particle (such as に, で, から, まで, or と) is already attached to the noun, that particle is left in place and も is appended to it. If the other particle is へ, then the も may either replace it or be appended to it.","lesson-30-sentence sentence"
"I'm not going anywhere.","どこ[へ]も<ruby>行<rp>(</rp><rt>い</rt><rp>)</rp></ruby>きません。","<table><tr><td class=""syntax-component"">Particle</td><td class=""syntax-component"">\+</td><td class=""syntax-component"">も</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","When も is attached to a noun to which が or を is already attached, it replaces these. When another particle (such as に, で, から, まで, or と) is already attached to the noun, that particle is left in place and も is appended to it. If the other particle is へ, then the も may either replace it or be appended to it.","lesson-30-sentence sentence"
"...yes, let's take a break (volitional)","うん、<ruby>休<rp>(</rp><rt>やす</rt><rp>)</rp></ruby>もう。","","In plain-style sentences as the plain form of 〜ましょう","lesson-31-sentence sentence"
"May I help? (volitional)","<ruby>手伝<rp>(</rp><rt>てつだ</rt><rp>)</rp></ruby>おうか。","","In plain-style sentences as the plain form of 〜ましょう","lesson-31-sentence sentence"
"I'm thinking of going to the ocean on the weekend.","<ruby>週末<rp>(</rp><rt>しゅうまつ</rt><rp>)</rp></ruby>は<ruby>海<rp>(</rp><rt>うみ</rt><rp>)</rp></ruby>へ<ruby>行<rp>(</rp><rt>い</rt><rp>)</rp></ruby>こうと<ruby>思<rp>(</rp><rt>おも</rt><rp>)</rp></ruby>っています。","V volitional-form と思っています","Convey the speaker's intention to the listener.","lesson-31-sentence sentence"
"I think I'll go to the bank now.","<ruby>今<rp>(</rp><rt>いま</rt><rp>)</rp></ruby>から<ruby>銀行<rp>(</rp><rt>ぎんこう</rt><rp>)</rp></ruby>へ<ruby>行<rp>(</rp><rt>い</rt><rp>)</rp></ruby>こうと<ruby>思<rp>(</rp><rt>おも</rt><rp>)</rp></ruby>います。","V volitional-form と思っています","Convey the speaker's intention to the listener.","lesson-31-sentence sentence"
"He's thinking of setting up a school.","<ruby>彼<rp>(</rp><rt>かれ</rt><rp>)</rp></ruby>は<ruby>学校<rp>(</rp><rt>がっこう</rt><rp>)</rp></ruby>を<ruby>作<rp>(</rp><rt>つく</rt><rp>)</rp></ruby>ろうと<ruby>思<rp>(</rp><rt>おも</rt><rp>)</rp></ruby>っています。","V volitional-form と思っています","Convey the speaker's intention to the listener.","lesson-31-sentence sentence"
"I intend to continue studying Japanese even after I have returned to my home country.","<ruby>国<rp>(</rp><rt>くに</rt><rp>)</rp></ruby>へ<ruby>帰<rp>(</rp><rt>かえ</rt><rp>)</rp></ruby>っても、<ruby>日本語<rp>(</rp><rt>にほんご</rt><rp>)</rp></ruby>の<ruby>勉強<rp>(</rp><rt>べんきょう</rt><rp>)</rp></ruby>を<ruby>続<rp>(</rp><rt>つづ</rt><rp>)</rp></ruby>けるつもりです。","<table><tr><td class=""syntax-component"">V dictionary-form</td><td class=""brace"" rowspan=""2""></td><td class=""syntax-component"">つもりです。</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">Vない-form ない</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","V dictionary form つもりです expresses the speaker's intention to do something. To indicate an intention not to do something,Vない-form ない つもりです is usually used.","lesson-31-sentence sentence"
"I intend not to smoke from tomorrow on.","<ruby>明日<rp>(</rp><rt>あした</rt><rp>)</rp></ruby>からはタバコを<ruby>吸<rp>(</rp><rt>す</rt><rp>)</rp></ruby>わないつもりです。","<table><tr><td class=""syntax-component"">V dictionary-form</td><td class=""brace"" rowspan=""2""></td><td class=""syntax-component"">つもりです。</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">Vない-form ない</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","V dictionary form つもりです expresses the speaker's intention to do something. To indicate an intention not to do something,Vない-form ない つもりです is usually used.","lesson-31-sentence sentence"
"I plan to go to Germany on business at the end of July.","<ruby>７月<rp>(</rp><rt>しちがつ</rt><rp>)</rp></ruby>の<ruby>終<rp>(</rp><rt>お</rt><rp>)</rp></ruby>わりにドイツへ<ruby>出張<rp>(</rp><rt>しゅっちょう</rt><rp>)</rp></ruby>する<ruby>予定<rp>(</rp><rt>よてい</rt><rp>)</rp></ruby>です。","<table><tr><td class=""syntax-component"">V dictionary-form</td><td class=""brace"" rowspan=""2""></td><td class=""syntax-component"">よています</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">Nの</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","Stating something that one plans to do.","lesson-31-sentence sentence"
"The trip is scheduled to last for about a week.","<ruby>旅行<rp>(</rp><rt>りょこう</rt><rp>)</rp></ruby>は１<ruby>週間<rp>(</rp><rt>しゅうかん</rt><rp>)</rp></ruby>ぐらいの<ruby>予定<rp>(</rp><rt>よてい</rt><rp>)</rp></ruby>です。","<table><tr><td class=""syntax-component"">V dictionary-form</td><td class=""brace"" rowspan=""2""></td><td class=""syntax-component"">よています</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">Nの</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","Stating something that one plans to do.","lesson-31-sentence sentence"
"The bank isn't open yet.","<ruby>銀行<rp>(</rp><rt>ぎんこう</rt><rp>)</rp></ruby>がまだ<ruby>開<rp>(</rp><rt>ひら</rt><rp>)</rp></ruby>いていません。","<table><tr><td class=""syntax-component"">まだ</td><td class=""syntax-component"">Vて-form</td><td class=""syntax-component"">いません</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","This expression indicates that a situation has not yet occurred, or something has not yet been done.","lesson-31-sentence sentence"
"...no, I haven't written it yet.","いいえ、まだ<ruby>書<rp>(</rp><rt>か</rt><rp>)</rp></ruby>いていません。","<table><tr><td class=""syntax-component"">まだ</td><td class=""syntax-component"">Vて-form</td><td class=""syntax-component"">いません</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","This expression indicates that a situation has not yet occurred, or something has not yet been done.","lesson-31-sentence sentence"
"Where do we get on the Shinkansenn to go back?","<ruby>帰<rp>(</rp><rt>かえ</rt><rp>)</rp></ruby>りの<ruby>新幹線<rp>(</rp><rt>しんかんせん</rt><rp>)</rp></ruby>はどこから<ruby>乗<rp>(</rp><rt>の</rt><rp>)</rp></ruby>りますか。","<table><tr><td class=""syntax-component"">帰ります</td><td class=""syntax-component"">ー</td><td class=""syntax-component"">帰り</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","The same form as the ます-form can be used as a noun, as in the following examples.","lesson-31-sentence sentence"
"Which days do you have off?","<ruby>休<rp>(</rp><rt>やす</rt><rp>)</rp></ruby>みは<ruby>何<rp>(</rp><rt>なに</rt><rp>)</rp></ruby><ruby>曜日<rp>(</rp><rt>ようび</rt><rp>)</rp></ruby>ですか。","<table><tr><td class=""syntax-component"">帰ります</td><td class=""syntax-component"">ー</td><td class=""syntax-component"">帰り</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","The same form as the ます-form can be used as a noun, as in the following examples.","lesson-31-sentence sentence"
"You'd better do some exercise every day.","<ruby>毎日<rp>(</rp><rt>まいにち</rt><rp>)</rp></ruby><ruby>運動<rp>(</rp><rt>うんどう</rt><rp>)</rp></ruby>した<ruby>方<rp>(</rp><rt>ほう</rt><rp>)</rp></ruby>がいいです。","<table><tr><td class=""syntax-component"">Vた-form</td><td class=""brace"" rowspan=""2""></td><td class=""syntax-component"">ほうがいいです</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">Vない-form ない</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","This sentence pattern is used to make suggestions or give advice. It implies it would be bad not to not take the action specified by the verb. Be careful since this can make the speaker sound overbearing. When simply recommending a certain action, 〜たらいい (Lesson 26) is used. See 26-3","lesson-32-sentence sentence"
"In that case, you'd better not have a bath.","じゃ、おふろに<ruby>入<rp>(</rp><rt>はい</rt><rp>)</rp></ruby>らない<ruby>方<rp>(</rp><rt>ほう</rt><rp>)</rp></ruby>がいいですよ。","<table><tr><td class=""syntax-component"">Vた-form</td><td class=""brace"" rowspan=""2""></td><td class=""syntax-component"">ほうがいいです</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">Vない-form ない</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","This sentence pattern is used to make suggestions or give advice. It implies it would be bad not to not take the action specified by the verb. Be careful since this can make the speaker sound overbearing. When simply recommending a certain action, 〜たらいい (Lesson 26) is used. See 26-3","lesson-32-sentence sentence"
"It will probably rain tomorrow.","<ruby>明日<rp>(</rp><rt>あした</rt><rp>)</rp></ruby>は<ruby>雨<rp>(</rp><rt>あめ</rt><rp>)</rp></ruby>が<ruby>降<rp>(</rp><rt>ふ</rt><rp>)</rp></ruby>るでしょう。","<table><tr><td class=""syntax-component"">V</td><td class=""brace"" rowspan=""2""></td><td class=""syntax-component"">plain-form</td><td class=""brace"" rowspan=""4""></td><td class=""syntax-component"">でしょう</td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">い-adj</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">な-adj</td><td class=""brace"" rowspan=""2""></td><td class=""syntax-component"">plain-form</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">N</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","〜でしょう is used when a speaker wants to express an opinion about something in the future or something uncertain, without being definite.","lesson-32-sentence sentence"
"We might not get there in time for the appointment.","やくそくの<ruby>時間<rp>(</rp><rt>じかん</rt><rp>)</rp></ruby>に<ruby>間<rp>(</rp><rt>ま</rt><rp>)</rp></ruby>に<ruby>合<rp>(</rp><rt>あ</rt><rp>)</rp></ruby>わないかもしれません。","<table><tr><td class=""syntax-component"">V</td><td class=""brace"" rowspan=""2""></td><td class=""syntax-component"">plain-form</td><td class=""brace"" rowspan=""4""></td><td class=""syntax-component"">かも</td><td class=""syntax-component"">しれません</td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">い-adj</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">な-adj</td><td class=""brace"" rowspan=""2""></td><td class=""syntax-component"">plain-form</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">N</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","〜かもしれません can be used when the speaker wants to point out that there is a possibility, however small, of 〜.","lesson-32-sentence sentence"
"It might have broken. Let me check it out.","<ruby>故障<rp>(</rp><rt>こしょう</rt><rp>)</rp></ruby>かもしれません。ちょっと<ruby>調<rp>(</rp><rt>しら</rt><rp>)</rp></ruby>べましょう。","<table><tr><td class=""syntax-component"">Vます-form</td><td class=""syntax-component"">ましょう</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","The Vます-form ましょう in the following example is an expression used to convey the speaker's intention to the listener, and is used when announcing an action. It has a more assertive tone than Vます-form ましょう.","lesson-32-sentence sentence"
"Can we get to the station in 30 minutes?","<ruby>駅<rp>(</rp><rt>えき</rt><rp>)</rp></ruby>まで３０ぷんで<ruby>行<rp>(</rp><rt>い</rt><rp>)</rp></ruby>けますか。","<table><tr><td class=""syntax-component"">Quantifier</td><td class=""syntax-component"">で</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","This shows a time limit or another limit.","lesson-32-sentence sentence"
"Can you buy a PC for 30,000 yen?","３<ruby>万<rp>(</rp><rt>まん</rt><rp>)</rp></ruby><ruby>円<rp>(</rp><rt>えん</rt><rp>)</rp></ruby>でパソコンが<ruby>買<rp>(</rp><rt>か</rt><rp>)</rp></ruby>えますか。","<table><tr><td class=""syntax-component"">Quantifier</td><td class=""syntax-component"">で</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","This shows a time limit or another limit.","lesson-32-sentence sentence"
"Is there anything you're worried about?","<ruby>何<rp>(</rp><rt>なに</rt><rp>)</rp></ruby>か<ruby>心配<rp>(</rp><rt>しんぱい</rt><rp>)</rp></ruby>なことがあるんですか。","<table><tr><td class=""syntax-component"">何か</td><td class=""syntax-component"">心配な</td><td class=""syntax-component"">こと</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","","lesson-32-sentence sentence"
"Go to bed immedietly!","<ruby>早<rp>(</rp><rt>はや</rt><rp>)</rp></ruby>く<ruby>寝<rp>(</rp><rt>ね</rt><rp>)</rp></ruby>ろ","","Senior making a demand to a junior","lesson-33-sentence sentence"
"Come to my house tomorrow!","<ruby>明日<rp>(</rp><rt>あした</rt><rp>)</rp></ruby>うちへ<ruby>来<rp>(</rp><rt>こ</rt><rp>)</rp></ruby>いよ","","Male friends demanding something (often softened with よ)","lesson-33-sentence sentence"
"Hey, don't drink too much!","あまり<ruby>飲<rp>(</rp><rt>の</rt><rp>)</rp></ruby>むな[よ]","","Male friends demanding something (often softened with よ)","lesson-33-sentence sentence"
"Run!","<ruby>逃<rp>(</rp><rt>に</rt><rp>)</rp></ruby>げろ","","Giving instructions when there is no time to be polite (e.g. earthquake)","lesson-33-sentence sentence"
"Don't use the lift!","エレベーターを<ruby>使<rp>(</rp><rt>つか</rt><rp>)</rp></ruby>うな","","Giving instructions when there is no time to be polite (e.g. earthquake)","lesson-33-sentence sentence"
"負けろな","がんばれ","","Giving commands during group training, sports, etc...","lesson-33-sentence sentence"
"STOP","<ruby>止<rp>(</rp><rt>と</rt><rp>)</rp></ruby>まれ","","Notices when impact and brevity are required (e.g. traffic signs)","lesson-33-sentence sentence"
"NO ENTRY","<ruby>入<rp>(</rp><rt>はい</rt><rp>)</rp></ruby>るな","","Notices when impact and brevity are required (e.g. traffic signs)","lesson-33-sentence sentence"
"How do you read that kanji?","あの<ruby>感<rp>(</rp><rt>かん</rt><rp>)</rp></ruby>じはなんと<ruby>読<rp>(</rp><rt>よ</rt><rp>)</rp></ruby>むんですか。","<table><tr><td class=""syntax-component"">〜と</td><td class=""syntax-component"">書いて</td><td class=""syntax-component"">あります</td><td class=""syntax-component"">/</td><td class=""syntax-component"">〜と</td><td class=""syntax-component"">読みます</td><td class=""syntax-component""></td></tr></table>","Like といいます but with different verbs.","lesson-33-sentence sentence"
"It says, ""STOP"" over there.","あそこに「<ruby>止<rp>(</rp><rt>と</rt><rp>)</rp></ruby>まれ」と<ruby>書<rp>(</rp><rt>か</rt><rp>)</rp></ruby>いてあります。","<table><tr><td class=""syntax-component"">〜と</td><td class=""syntax-component"">書いて</td><td class=""syntax-component"">あります</td><td class=""syntax-component"">/</td><td class=""syntax-component"">〜と</td><td class=""syntax-component"">読みます</td><td class=""syntax-component""></td></tr></table>","Like といいます but with different verbs.","lesson-33-sentence sentence"
"""Tachiiri Kinshi"" means do not enter.","「<ruby>立<rp>(</rp><rt>た</rt><rp>)</rp></ruby>ち<ruby>入<rp>(</rp><rt>い</rt><rp>)</rp></ruby>り<ruby>禁止<rp>(</rp><rt>きんし</rt><rp>)</rp></ruby>」は<ruby>入<rp>(</rp><rt>はい</rt><rp>)</rp></ruby>るなといういみです。","<table><tr><td class=""syntax-component"">X</td><td class=""syntax-component"">は</td><td class=""syntax-component"">Y</td><td class=""syntax-component"">と</td><td class=""syntax-component"">いう</td><td class=""syntax-component"">いみです</td><td class=""syntax-component""></td></tr></table>","This form is used when defining X. という comes from といいます. When inquiring as to the meaning of something, the interrogative どういう is used.","lesson-33-sentence sentence"
"What does this symbol/mark mean?","このマークはどういういみですか。","<table><tr><td class=""syntax-component"">X</td><td class=""syntax-component"">は</td><td class=""syntax-component"">Y</td><td class=""syntax-component"">と</td><td class=""syntax-component"">いう</td><td class=""syntax-component"">いみです</td><td class=""syntax-component""></td></tr></table>","This form is used when defining X. という comes from といいます. When inquiring as to the meaning of something, the interrogative どういう is used.","lesson-33-sentence sentence"
"Mr. Tanaka said, ""I'm taking the day off tomorrow"".","<ruby>田中<rp>(</rp><rt>たなか</rt><rp>)</rp></ruby>さんは「<ruby>明日<rp>(</rp><rt>あした</rt><rp>)</rp></ruby><ruby>休<rp>(</rp><rt>やす</rt><rp>)</rp></ruby>みです」と<ruby>言<rp>(</rp><rt>い</rt><rp>)</rp></ruby>っていました。","<table><tr><td class=""syntax-component"">S</td><td class=""brace"" rowspan=""2""></td><td class=""syntax-component"">と</td><td class=""syntax-component"">言って</td><td class=""syntax-component"">いました</td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">plain-form</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","〜と言いました is used when quoting what someone said (See Lesson 21), while 〜と言っていました is used for reporting what someone said. The ています gives the sense of ""was saying....""","lesson-33-sentence sentence"
"Mr. Tanaka said he would take the day off tomorrow.","<ruby>田中<rp>(</rp><rt>たなか</rt><rp>)</rp></ruby>さんは<ruby>明日<rp>(</rp><rt>あした</rt><rp>)</rp></ruby><ruby>休<rp>(</rp><rt>やす</rt><rp>)</rp></ruby>むと<ruby>言<rp>(</rp><rt>い</rt><rp>)</rp></ruby>っていました。","<table><tr><td class=""syntax-component"">S</td><td class=""brace"" rowspan=""2""></td><td class=""syntax-component"">と</td><td class=""syntax-component"">言って</td><td class=""syntax-component"">いました</td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">plain-form</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","〜と言いました is used when quoting what someone said (See Lesson 21), while 〜と言っていました is used for reporting what someone said. The ています gives the sense of ""was saying....""","lesson-33-sentence sentence"
"Would you mind asking Mr. Wang to call me later?","ワンさんに「<ruby>後<rp>(</rp><rt>あと</rt><rp>)</rp></ruby>で<ruby>電話<rp>(</rp><rt>でんわ</rt><rp>)</rp></ruby>をください」と<ruby>伝<rp>(</rp><rt>つた</rt><rp>)</rp></ruby>えていただけませんか。","<table><tr><td class=""syntax-component"">S</td><td class=""brace"" rowspan=""2""></td><td class=""syntax-component"">と</td><td class=""syntax-component"">つたえて</td><td class=""syntax-component"">いただけませんか</td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">plain-form</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","This is used when the speaker is politly asking someone to pass a message on for him or her.","lesson-33-sentence sentence"
"Please do it as I did.","<ruby>私<rp>(</rp><rt>わたし</rt><rp>)</rp></ruby>がやってとおりに、やってください。","V₁た-form とおりに、V₂","Doing V2 by the same method or under the same condition as V1","lesson-34-sentence sentence"
"Please describe exactly what you saw.","<ruby>見<rp>(</rp><rt>み</rt><rp>)</rp></ruby>たとおりに<ruby>話<rp>(</rp><rt>はな</rt><rp>)</rp></ruby>してください。","V₁た-form とおりに、V₂","Doing V2 by the same method or under the same condition as V1","lesson-34-sentence sentence"
"Please cut the paper along the line.","せんのとおりに、<ruby>紙<rp>(</rp><rt>かみ</rt><rp>)</rp></ruby>を<ruby>切<rp>(</rp><rt>き</rt><rp>)</rp></ruby>ってください。","Nの とおりに、V","Perform an action without deviating from the standard","lesson-34-sentence sentence"
"I assembled it according to the instructions.","せつめいしょのとおりに、くみたてました。","Nの とおりに、V","Perform an action without deviating from the standard","lesson-34-sentence sentence"
"Please draw it like this.","このとおりに、<ruby>書<rp>(</rp><rt>か</rt><rp>)</rp></ruby>いてください。","Nの とおりに、V","Perform an action without deviating from the standard","lesson-34-sentence sentence"
"After I bought a new one, the watch that I had lost was found.","<ruby>新<rp>(</rp><rt>あたら</rt><rp>)</rp></ruby>しいのを<ruby>買<rp>(</rp><rt>か</rt><rp>)</rp></ruby>ったあとで、なくしたとけいが<ruby>見<rp>(</rp><rt>み</rt><rp>)</rp></ruby>つかりました。","<table><tr><td class=""syntax-component"">V₁た-form</td><td class=""brace"" rowspan=""2""></td><td class=""syntax-component"">あとで、</td><td class=""syntax-component"">V₂</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">Nの</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","Indicates that the action V2 happens after the action V1 or N","lesson-34-sentence sentence"
"Shall we go for a drink after work?","しごとのあとで、<ruby>飲<rp>(</rp><rt>の</rt><rp>)</rp></ruby>みに<ruby>行<rp>(</rp><rt>い</rt><rp>)</rp></ruby>きませんか。","<table><tr><td class=""syntax-component"">V₁た-form</td><td class=""brace"" rowspan=""2""></td><td class=""syntax-component"">あとで、</td><td class=""syntax-component"">V₂</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">Nの</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","Indicates that the action V2 happens after the action V1 or N","lesson-34-sentence sentence has-あとで"
"We eat it with soy sauce.","しょうゆをつけて<ruby>食<rp>(</rp><rt>た</rt><rp>)</rp></ruby>べます。","<table><tr><td class=""syntax-component"">V₁て-form</td><td class=""brace"" rowspan=""2""></td><td class=""syntax-component"">V₂</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">V₁ない-form ないで</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","Indicate that V1 is an action or state that accompanies V2","lesson-34-sentence sentence"
"We eat it without soy sauce.","しょうゆをつけないで<ruby>食<rp>(</rp><rt>た</rt><rp>)</rp></ruby>べます。","<table><tr><td class=""syntax-component"">V₁て-form</td><td class=""brace"" rowspan=""2""></td><td class=""syntax-component"">V₂</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">V₁ない-form ないで</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","Indicate that V1 is an action or state that accompanies V2","lesson-34-sentence sentence"
"I'm not going anywhere on Sunday; I'm going to stay at home and take it easy.","<ruby>日曜日<rp>(</rp><rt>にちようび</rt><rp>)</rp></ruby>はどこも<ruby>行<rp>(</rp><rt>い</rt><rp>)</rp></ruby>かないで、うちでゆっくり<ruby>休<rp>(</rp><rt>やす</rt><rp>)</rp></ruby>みます。","<table><tr><td class=""syntax-component"">V₁て-form</td><td class=""brace"" rowspan=""2""></td><td class=""syntax-component"">V₂</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">V₁ない-form ないで</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","Indicate a decision to perform one or the other of two mutually-exclusive alternate actions.","lesson-34-sentence sentence"
"en-US example","ja-JP example","","","lesson-35-sentence sentence"
"en-US use example","ja-JP use example","fake syntax","fake description","lesson-35-sentence sentence"
